dataset_source,species,breed,age_years,weight_kg,body_temp_c,symptoms,outcome_diagnosis
Clinical,Cat,Siamese,9.5,5.3,,"Shaking oh head, Fever, Blue colored lip, Diarrhea, Lethargy",Dental issues
Clinical,Dog,Bulldog,12.2,21.1,,"Swollen Eyelids, Weight loss, Weight loss, Weakness, Vomiting",Chronic illness
Clinical,Cat,Maine Coon,10.4,6.6,,"difficulty moving and eating, sweating, Weight loss, thirst, muscular spasms",No previous conditions
Clinical,Dog,Labrador Retriever,1.6,41.7,,"Fever, Chronic eye inflamation, Poor Appetite, Lethargy, Neurologic abnormalities",Recent surgery
Clinical,Dog,Bulldog,6.8,31.6,,"haemorrhage, Straw colored, Abdominal pain, Death, Carcass decomposes",Allergies
Clinical,Cat,Sphynx,13.6,8.0,,"Coughing, Lethargy, Fever, Sneezing, Anorexia",Parasite history
Clinical,Dog,Bulldog,13.0,25.0,,"Watering Diarrhea, Depression, Emaciation, Ruffled Coat, Lethargy",Allergies
Clinical,Cat,Bengal,0.5,5.5,,"Lethargy, Coughing, Diarrhea, Grinding teeth, Weight loss",Previous kidney disease
Clinical,Cat,Bengal,10.9,6.6,,"Weakness, Lethargy, Sneezing, Pain, Lethargy",Not vaccinated
Clinical,Cat,Ragdoll,12.8,9.0,,"Weakness, Diarrhea, Diarrhea, Vomiting, Weakness",Dental issues
Clinical,Dog,Golden Retriever,5.5,42.5,,"Dyspnea, Coughing, Fever, Anorexia, Lethargy",No previous conditions
Clinical,Cat,Sphynx,18.0,5.4,,"Vomiting, Weakness, Coughing , Sneezing, Pain",Not vaccinated
Clinical,Dog,Labrador Retriever,8.7,27.8,,"Sneezing, Vomiting, Weakness, Sneezing, Weight loss",Recent surgery
Clinical,Cat,Sphynx,0.5,7.9,,"Coughing, Weight loss, Weight loss, Diarrhea, Hairy Fleeces",Recent surgery
Clinical,Dog,Yorkshire Terrier,12.2,11.2,,"Blood from mouth, Diarrhea, Coughing, Lethargy, Weight loss",Skin conditions history
Clinical,Dog,Yorkshire Terrier,11.5,5.7,,"Fever, Difficulty in breathing, Dribbling of saliva, Inability of Swalllon Feeding, Moist and painfull",Dental issues
Clinical,Dog,Yorkshire Terrier,5.3,9.2,,"Decreased milk, Holding limbs off the ground, Weight loss, Lameness, Wool production",Chronic illness
Clinical,Cat,Sphynx,0.7,5.6,,"Diarrhea, Upset stomach, Coughing, Anaemia, Weight loss",Not vaccinated
Clinical,Dog,Yorkshire Terrier,4.9,6.2,,"Weight loss, Fever, Anorexia, Lethargy, Anorexia",Dental issues
Clinical,Dog,Yorkshire Terrier,11.0,5.6,,"Fever, Difficulty in breathing, Dribbling of saliva, Inability of Swalllon Feeding, Moist and painfull",Dental issues
Clinical,Dog,Rottweiler,7.1,45.0,,"nasal discharge, Vomiting, Sneezing, Fever, Sneezing",Vaccinated
Clinical,Cat,Maine Coon,7.9,7.9,,"Nausea, Pain, Fever, Headache, Chills",Skin conditions history
Clinical,Cat,Scottish Fold,16.8,5.6,,"Diarrhea, Pain, Anorexia, paresis, Anorexia",Vaccinated
Clinical,Dog,Rottweiler,7.2,36.5,,"Vomiting, Weight loss, Sneezing, Fever, Weight loss",Previous heart condition
Clinical,Cat,Ragdoll,8.1,6.0,,"Yellow or green dropping, Anorexia, Coughing, Sneezing, Anorexia",Chronic illness
Clinical,Dog,Poodle,3.9,8.9,,"Fetopelvic dispropotion, Uteria inertia, Malpresentation, Death, Pains",Vaccinated
Clinical,Dog,German Shepherd,0.8,35.3,,"Coughing, Dyspnea, Depression, Anorexia, Neurologic sign",Not vaccinated
Clinical,Dog,Golden Retriever,7.2,37.0,,"Diarrhea, Sneezing, diffuse, Coughing, Obstructed Lungs",Dental issues
Clinical,Cat,Scottish Fold,9.9,5.6,,"Scabs On feet, Diarrhea, Sneezing, Vomiting, Anorexia",Vaccinated
Clinical,Cat,Siamese,7.4,6.9,,"Diarrhea, Lethargy, Lethargy, Sneezing, Dandruff",Previous kidney disease
Clinical,Dog,Rottweiler,11.8,45.0,,"Lack of walking, Lack of flying, Roughened, Dehydration, Pains",Previous heart condition
Clinical,Dog,Poodle,8.2,7.2,,"Sneezing, Decreased eyelid, Weakness, Anorexia, Pain",No previous conditions
Clinical,Cat,Bengal,6.5,3.9,,"Coughing, Anorexia, Weakness, Coughing, Sneezing",Previous kidney disease
Clinical,Dog,Golden Retriever,2.4,35.9,,"Diarrhea, Lethargy, Weight loss, Coughing, Sneezing",Parasite history
Clinical,Dog,Boxer,10.4,20.3,,"Weakness, Pain, Sneezing, Sneezing, Pain",Allergies
Clinical,Dog,Mixed Breed,1.8,25.9,,"Unable To Eat, Lossened Teeth, Bloody Drool, Foul Breath, Facial Swelling",Parasite history
Clinical,Dog,Bulldog,10.2,21.1,,"egg production decreases, stunted growth, Blindness, Distinctive bumps, Facial swelling",Previous heart condition
Clinical,Dog,Labrador Retriever,9.9,32.9,,"Stripped remiges, Less Feather growth, Ruffled feathers, Defienciency in vitamin, Diarrhea",Not vaccinated
Clinical,Dog,German Shepherd,0.8,42.0,,"Excessive blood loss, dizziness and fainting, Blurry vision, watery eyes, slow growth",Skin conditions history
Clinical,Dog,Mixed Breed,9.6,32.6,,"Weight loss, Weight loss, Weakness, Fast breathing, Animal gets uneasy",Parasite history
Clinical,Cat,Ragdoll,13.8,7.6,,"Fever, Chills, Severe colic, Weakness, Anorexia",Previous kidney disease
Clinical,Dog,Beagle,0.5,15.0,,"rectal bleeding, Flaky, Weight loss, Coughing, Coughing",Previous kidney disease
Clinical,Dog,Yorkshire Terrier,4.5,9.3,,"Heavy Breathing, Yellow in beak, Tail_Bobbing, Weakness, Sleeping Excessively",Dental issues
Clinical,Dog,Golden Retriever,6.2,38.4,,"Fever, Coughing, Weight loss, Vomiting, Pain",Vaccinated
Clinical,Cat,Siamese,8.0,6.1,,"Lession on cat skin, Dandruff in cat coat, Red patches, Hair loss, Skin issue",No previous conditions
Clinical,Dog,Poodle,13.4,8.2,," abortion at the end of gestation, Fatigue, weak calves, Join pains, Swelling of internal organs",Parasite history
Clinical,Dog,Boxer,0.9,22.9,,"Fever, Depression, Relunctance to move, Salivation, Nasal Discharge",No previous conditions
Clinical,Cat,Maine Coon,0.9,6.8,,"Fever, Chills, Retarded Growth, Chest Pain, Chest Pain",Previous kidney disease
Clinical,Dog,German Shepherd,8.3,33.1,,"Swollen lymph nodes, Lethargy, Watery Stool, Difficulty walking, Vaginal Discharge",No previous conditions
Clinical,Cat,Siamese,11.3,4.5,,"Staggering, trembling, sudden death, difficulty breating, high temperature",No previous conditions
Clinical,Cat,British Shorthair,7.3,4.3,,"Diarrhea, Weakness, Weight loss, Anorexia, Weakness",Parasite history
Clinical,Dog,Bulldog,3.0,16.7,,"Loss of eat, Fever, Fever, Weakness, Fever",Previous heart condition
Clinical,Dog,Rottweiler,2.2,28.2,,"listlessness, Lethargy, Anorexia, Heavy Breathing, Diarrhea",Allergies
Clinical,Cat,Scottish Fold,18.0,3.6,,"Diarrhea, Underdeveloped muscles, Fever, Increased in breathing, Formation of vesicles",Recent surgery
Clinical,Dog,Labrador Retriever,10.6,34.7,,"Weakness, Weight loss, Vomiting, Pain, Scabs On feet",Parasite history
Clinical,Dog,Boxer,0.9,18.8,,"Fever, Depression, Relunctance to move, Salivation, Nasal Discharge",No previous conditions
Clinical,Dog,Beagle,5.3,29.4,,"Ulcerated muscle, Excession Salivation, Fever, Abnormal conformation, Ulcerated ear",Skin conditions history
Clinical,Dog,Beagle,15.0,15.0,,"Coughing, Blood in faces, Pain, Ring shaped Lesion, Anorexia",No previous conditions
Clinical,Dog,Labrador Retriever,8.3,45.0,,"Fever, Depression, loss of appetite, Loss of appetite, Pains",Recent surgery
Clinical,Cat,Bengal,10.4,2.8,,"swelling problem, Difficulty in breathing, anorexia, frequent yawning, bleeding from wounds",No previous conditions
Clinical,Cat,Bengal,6.8,6.9,,"wasting, stumbling, listlessness, drooling, urination problem",Allergies
Clinical,Cat,Siamese,7.2,2.5,,"Fever, Fever, Coughing, Weakness, Infection",Previous heart condition
Clinical,Dog,Golden Retriever,12.1,34.3,,"Coughing, Diarrhea, Convulsion, Pain, Vomiting",Previous kidney disease
Clinical,Cat,Persian,1.0,4.6,,"Lethargy, Weight loss, Fell unwell, Skin issue, Loss of eat",Parasite history
Clinical,Dog,Labrador Retriever,3.6,38.7,,"Diarrhea, Bleeding in eye and skin, Vomiting, Blood in urine, Lethargy",Previous kidney disease
Clinical,Dog,German Shepherd,10.5,32.8,,"Painfull to touch, Diarrhea, Fever, Loss od appetite, Weakness",Chronic illness
Clinical,Dog,Labrador Retriever,10.0,38.9,,"Pains, loss of appetite, Fever, Depression, Loss of appetite",Skin conditions history
Clinical,Cat,Scottish Fold,9.5,5.2,,"Sneezing, Sneezing, Coughing, Sneezing, Weakness",Recent surgery
Clinical,Cat,Scottish Fold,4.5,5.2,,"Fever, Chills, Severe colic, Weakness, Anorexia",Previous kidney disease
Clinical,Cat,Persian,14.6,6.1,,"Progressive weakness, Coughing, Cramps, Weight loss, Fever",Skin conditions history
Clinical,Dog,Bulldog,3.1,19.1,,"Fluffed Feather, Loss of appetite, Coughing, Vomiting, Snoring",No previous conditions
Clinical,Dog,Poodle,9.9,3.5,,"Upset stomach, Diarrhea, Coughing, Weight loss, Anaemia",Parasite history
Clinical,Cat,Persian,8.1,3.7,,"Lethargy, Coughing, Weakness, Coughing, Diarrhea",Chronic illness
Clinical,Cat,Siamese,17.6,6.1,,"Weight loss, Frequent eye Infections, Weight loss, Nasal, Vomiting",Recent surgery
Clinical,Cat,Siamese,2.4,3.8,,"Eventually death, Weight loss, loss of appetite, Rough coat, Loss of activity",Previous heart condition
Clinical,Cat,Mixed Breed,7.2,5.0,,"lack of appetite, high body temperaure, diarrhea, sudden death, loss of appetite",No previous conditions
Clinical,Cat,Persian,10.9,3.9,,"Sneezing, Epistaxis, Nasal Discharge, Coughing, Difficulty in breathing",Dental issues
Clinical,Dog,Mixed Breed,3.0,26.8,,"Holding limbs off the ground, Lameness, Decreased milk, Wool production, Weight loss",Chronic illness
Clinical,Cat,Persian,9.0,5.2,,"Dyspnea, Sneezing, Coughing, Difficulty in breathing, Infection",Recent surgery
Clinical,Cat,Maine Coon,9.1,6.0,,"Pain, Diarrhea, Dehydration, Fever, Vomiting",Allergies
Clinical,Cat,Scottish Fold,16.2,3.3,,"Lethargy, Sneezing, Clouded cornea, Fever, Lethargy",Skin conditions history
Clinical,Dog,Beagle,1.7,27.7,,"stop eating, stop drinking, change their normal behaviour, Weight loss, Pains",Chronic illness
Clinical,Dog,Bulldog,9.7,24.7,,"Fever, Diarrhea, Abdominal pain, Stiffness, Severe weekness and depression",Parasite history
Clinical,Dog,Yorkshire Terrier,5.9,6.8,,"Dry skin, Coughing, Anorexia, Diffulty chewing, Pain",Parasite history
Clinical,Dog,German Shepherd,11.7,33.2,,"Abdominal pain, Diarrhea, Malpresentation, Shock, Anorexia",Not vaccinated
Clinical,Dog,Rottweiler,9.7,25.0,,"Pain, Coughing, Weight loss, Vomiting, Weakness",Vaccinated
Clinical,Cat,Siamese,18.0,5.5,,"Sneezing, Sneezing, decreased stool production, extending its neck, Fever",Recent surgery
Clinical,Cat,Bengal,3.2,5.0,,"Smell of ammonia, Ulcer, Depression, Swelling, Pains",Skin conditions history
Clinical,Dog,Bulldog,4.3,17.6,,"Fever, Sour Throat, Mortality, Muscle aches, Abnormalities",Skin conditions history
Clinical,Dog,Bulldog,12.9,23.0,,"Difficulty breathing, Unable to exercise, Coughing, Eye and Skin change, Fever",Chronic illness
Clinical,Dog,Bulldog,7.5,21.1,,"Stiffness, anaemia, Sneezing, Fever, Diarrhea",Chronic illness
Clinical,Cat,Ragdoll,12.3,7.2,,"Fever, Depression, loss of appetite, Stumbling, Ataxia",Previous heart condition
Clinical,Dog,Mixed Breed,0.8,8.4,,"Fever, Difficulty in breathing, Lethargy, Death, Pains",Allergies
Clinical,Cat,Persian,4.4,4.1,,"Decresed egg production, Weakness, Weakness, Fever, Fever",Chronic illness
Clinical,Dog,Mixed Breed,9.6,37.8,,"Lethargy, Upset stomach, Weakness, Wool is clumped, Diarrhea",Parasite history
Clinical,Dog,Bulldog,10.1,16.2,,"Weight loss, Diarrhea, Lethargy, Weakness, Lethargy",Dental issues
Clinical,Dog,Rottweiler,7.2,45.0,,"loss of tail tone, Lethargy, Weight loss, Lethargy, Diarrhea",Parasite history
Clinical,Cat,Siamese,5.3,6.4,,"Sneezing, Weakness, Coughing, Weight loss, Anorexia",Previous heart condition
Clinical,Dog,Yorkshire Terrier,7.9,9.5,,"Short term lethargy, Loss of  appetite, Poor Appetite, Rapid Heart Rate, Week pulse",Allergies
Clinical,Dog,German Shepherd,6.9,31.7,,"Vomiting, heavy breathing, Fever, Anorexia, Weakness",Allergies
Clinical,Cat,Ragdoll,1.4,6.4,,"Lumps, Pain, Weakness, Swelling on jaw, Anorexia",Not vaccinated
Clinical,Cat,Ragdoll,13.3,7.2,,"Pot belly, Diarrhea, Fever, Loss of appettite, Death",Skin conditions history
Clinical,Cat,Persian,13.0,6.6,,"Fever, Not eating, Anorexia, Fatty stool, fever",Chronic illness
Clinical,Dog,Labrador Retriever,8.9,37.1,,"Pruritis, Diarrhea, Inability to digest, Dull, Fever",Parasite history
Clinical,Dog,Bulldog,13.7,27.5,,"Weight loss, Green Dropping, Fever, Anorexia, Excess sleeping",Skin conditions history
Clinical,Dog,Labrador Retriever,2.1,38.5,,"Pains, Achomotrica, Dehydration, Poor immune function, Death",Previous kidney disease
Clinical,Dog,Yorkshire Terrier,8.5,5.8,,"Retarded Growth, Colic, Lethargy, Diarrhea, Poor coat condition",Previous heart condition
Clinical,Dog,Bulldog,3.8,17.3,,"Fever, Sour Throat, Mortality, Muscle aches, Abnormalities",Allergies
Clinical,Dog,Beagle,8.6,26.2,,"Itchiness, Watery eye, Thick Crusting, Pain, Hair loss",Allergies
Clinical,Cat,Scottish Fold,13.6,3.7,,"Pain, Weakness, Drop on egg production, Sneezing, Sores on lower leg and teats",Vaccinated
Clinical,Dog,Beagle,7.6,18.2,,"Diarrhea, Coughing, Weakness, Pain, Pain",Previous kidney disease
Clinical,Dog,Golden Retriever,9.6,36.6,,"difficulty swallowing, cough , difficulty swallowing, gasping for air, extending its neck",Vaccinated
Clinical,Dog,Bulldog,9.4,25.5,,"Gasping, coughing , mild weakness, droopy wings, twisted neck",Allergies
Clinical,Cat,British Shorthair,10.2,3.9,,"Weakness, Anorexia, Vomiting, Weakness, Speech delay",Vaccinated
Clinical,Dog,Beagle,11.5,15.7,,"Fever, Diarrhea, Enteritis, Weight loss, Stomach  cramps",Recent surgery
Clinical,Dog,Bulldog,3.4,27.9,,"Weakness, Pain, Oral lesion, Eye redness, Diarrhea",Allergies
Clinical,Cat,Maine Coon,13.6,7.3,,"fever, loss of appetite, respiratory noise, Weight loss, depression",Previous heart condition
Clinical,Dog,Poodle,15.0,3.8,,"Weakness, Animal gets uneasy, Fever, Forthy eye, Weakness",Previous heart condition
Clinical,Cat,Siamese,14.8,6.9,,"Fever, Chills, Coughing, Progressive weakness, Joint Pain",Recent surgery
Clinical,Cat,Sphynx,8.2,4.0,,"Lethargy, Weight loss, Itching, Fever, Small red bumps",Vaccinated
Clinical,Cat,Scottish Fold,5.9,4.6,,"Weakness, Sneezing, Fever, Weight loss, Sneezing",Previous heart condition
Clinical,Dog,Rottweiler,11.4,36.0,,"Lethargy, Anorexia, Diarrhea, Sneezing, Coughing",Allergies
Clinical,Cat,Ragdoll,4.1,7.8,,"Fever, Diarrhea, Decreased appetite, Vomiting, Bloody",Skin conditions history
Clinical,Dog,Beagle,12.7,23.9,,"Pain, Anorexia, Trauma, Coughing, Coughing",Previous heart condition
Clinical,Cat,Siamese,11.2,7.3,,"Pain, Weakness, Weakness, Lying Down, Sneezing",Vaccinated
Clinical,Cat,Sphynx,6.9,7.7,,"Fever, Sneezing, Lethargy, Periodic vommiting, Pain",Parasite history
Clinical,Dog,Labrador Retriever,8.9,32.0,,"Fever, Formation of vesicles, Fever, Weight loss, Weight loss",Previous kidney disease
Clinical,Dog,Beagle,2.2,21.6,,"Fetopelvic dispropotion, Uteria inertia, Malpresentation, Death, Pains",Vaccinated
Clinical,Cat,Sphynx,8.7,5.8,,"Anorexia, Coughing, Fever, Muscus, Pain",Not vaccinated
Clinical,Dog,Mixed Breed,3.2,26.3,,"Weight loss, Wool production, Holding limbs off the ground, Decreased milk, Lameness",Chronic illness
Clinical,Cat,Mixed Breed,7.1,5.1,,"Fever, Diarrhea, Decreased appetite, Vomiting, Bloody",Not vaccinated
Clinical,Dog,Rottweiler,8.9,27.2,,"Vomitting, Weakness, Loss of appetite, Fever, Weight loss",Parasite history
Clinical,Cat,Bengal,14.7,5.8,,"Grinding teeth, Diarrhea, Anorexia, Weight loss, Coughing",Vaccinated
Clinical,Dog,Beagle,11.3,30.0,,"Diarrhea, Coughing, Diarrhea, Pain, Coughing",Dental issues
Clinical,Cat,Sphynx,18.0,4.9,,"Vomiting, Lethargy, Lethargy, Diarrhea, Diarrhea",Not vaccinated
Clinical,Dog,Yorkshire Terrier,14.5,5.5,,"Forthy eye, Torticollis, Weakness, Swelling, Emaciation",Recent surgery
Clinical,Dog,Rottweiler,5.6,45.0,,"Crusty eye lashes and matting of eyelashes, weight loss, Coughing, Weight loss, Weight loss",Skin conditions history
Clinical,Dog,German Shepherd,4.5,30.6,,"Weakness, Coughing, Diarrhea, Drooping wings, Coughing",No previous conditions
Clinical,Cat,Siamese,4.6,4.8,,"Weakness, Weakness, Vomiting, Vomiting, Behaviour change",No previous conditions
Clinical,Cat,Maine Coon,16.4,6.1,,"Spines, Unusally thin, Weakness, Enlarged skulls, Weakness",Parasite history
Clinical,Cat,British Shorthair,12.5,5.0,,"Facial Paralysis, Weight loss, Pains, Tenderness, Foot Hot",Dental issues
Clinical,Cat,Scottish Fold,13.9,5.3,,"Sneezing, Dandruff in cat coat, Vomiting, Sneezing, Pain",Dental issues
Clinical,Dog,Boxer,13.1,18.1,,"Nosebleed , Trauma, mild weakness, Nose picking, Dry air",Skin conditions history
Clinical,Cat,Sphynx,8.8,3.4,,"Sneezing, Constant pacing, Vomiting, Fever, Kid moratality",Allergies
Clinical,Dog,Bulldog,5.1,23.3,,"Vomiting, Kick, Weakness, Raised growth or bump, Anorexia",Skin conditions history
Clinical,Cat,Persian,2.8,6.5,,"Coughing, Pain, Lethargy, Anorexia, Achomotrica",Parasite history
Clinical,Cat,Bengal,10.8,2.5,,"Pain, Diarrhea, Diarrhea, Weakness, Weakness",Skin conditions history
Clinical,Cat,Scottish Fold,5.1,2.5,,"Back Pain, Loss of appettite, Weight loss, Red skin, rapid pulse and heart rates",No previous conditions
Clinical,Cat,Sphynx,1.0,4.4,,"Diarrhea, Pain, Sneezing, Vomiting, high body temperaure",Skin conditions history
Clinical,Dog,German Shepherd,6.4,29.4,,"Forthy eye, Torticollis, Weakness, Swelling, Emaciation",Dental issues
Clinical,Dog,German Shepherd,6.4,29.0,,"Crusting of the skin, Ulcerated skin, Hair loss, Darkened skin, Dandruff",Not vaccinated
Clinical,Cat,British Shorthair,0.5,2.9,,"Vomiting, Lethargy, Lethargy, Weakness, Coughing",Parasite history
Clinical,Dog,Poodle,7.7,5.5,,"Fever, Fever, Vomiting, Lethargy, Weakness",Parasite history
Clinical,Cat,Ragdoll,6.1,6.1,,"Anorexia, Drop in milk production, Fever,  abortion at the end of gestation, Pain",Previous kidney disease
Clinical,Cat,Scottish Fold,0.6,6.2,,"Weight loss, Nasal Discharge, Fever, Coughing, Death",Dental issues
Clinical,Cat,Persian,12.3,6.0,,"Swelling, Discomfort, Difficulty in rising, Death, Pains",Previous kidney disease
Clinical,Dog,Yorkshire Terrier,5.9,5.9,,"Lethargy, Bloody Diarhhea, Pain, Pain, Sneezing",Chronic illness
Clinical,Dog,Bulldog,4.0,22.9,,"Anorexia, Sneezing, Distended stomach, Coughing, Weight loss",Skin conditions history
Clinical,Cat,British Shorthair,2.7,2.5,,"Fever, Diarrhea, Diarrhea, Diarrhea, Anorexia",Skin conditions history
Clinical,Cat,Scottish Fold,6.0,6.4,,"Pain, Reduce feed, Vomiting, Vomiting, Weight loss",Allergies
Clinical,Dog,German Shepherd,10.4,37.0,,"Severe kerititis, Anorexia, Weight loss, Sneezing, Weight loss",Allergies
Clinical,Cat,Persian,15.5,3.3,,"Difficulty in rising, Lethargy, Thivk skin, Lethargy, Diarrhea",Recent surgery
Clinical,Dog,Yorkshire Terrier,4.9,8.7,,"Pain, Weight loss, Ruminal stasis, Coughing, Urine retention",Chronic illness
Clinical,Dog,Bulldog,3.1,17.7,,"Fever, Chronic eye inflamation, Poor Appetite, Lethargy, Neurologic abnormalities",Recent surgery
Clinical,Cat,British Shorthair,7.9,7.3,,"Lethargy, muscular stiffness, Heavy Breathing, Swollen kidney, Fever",Parasite history
Clinical,Cat,British Shorthair,6.5,3.1,,"wasting, stumbling, listlessness, drooling, urination problem",Previous kidney disease
Clinical,Dog,Yorkshire Terrier,10.6,9.2,,"Fever, Diarrhea, Swelling, Weight loss, Pain",Not vaccinated
Clinical,Cat,British Shorthair,14.9,3.0,,"Poor condition, Enlarged lymph nodes, Diarrhea, Weight loss, Pain",Chronic illness
Clinical,Dog,Mixed Breed,2.5,17.1,,"Anorexia, Sneezing, Fever, Heat, loss of appetite",Recent surgery
Clinical,Cat,British Shorthair,1.8,7.1,,"Weight loss, Sneezing, Darkened skin, Severe weekness and depression, Vomiting",Allergies
Clinical,Cat,Persian,13.5,4.8,,"Weight loss, Bald patches, Fever, Crusty eye lashes and matting of eyelashes, abortion",Allergies
Clinical,Dog,Rottweiler,5.9,25.3,,"Death, Uteria inertia, Malpresentation, Pains, Fetopelvic dispropotion",Skin conditions history
